,SiteNo,DateFirst,SpeciesCode,ScientificName,Q1.,Q2.,Q3.,Q4.,Q5.,Q6.,Q7.,Q8.,Q9.,Q10.,Q11.,Q12.,Q13.,Q14.,Q15.,Q16.,Q17.,Q18.,Q19.,Q20.,Q21.,Q22.,Q23.,Q24.,Q25.,Q26.,Q27.,Q28.,Q29.,Q30.
2551,ABS050,27/10/2022 0:00,3174,Dampiera stricta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2552,ABS050,27/10/2022 0:00,4947,Entolasia stricta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2553,ABS050,27/10/2022 0:00,4156,Eucalyptus piperita,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2554,ABS050,27/10/2022 0:00,4182,Eucalyptus sieberi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
2555,ABS050,27/10/2022 0:00,2864,Gompholobium glabratum,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,ABS050,27/10/2022 0:00,,Gompholobium latifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,ABS050,27/10/2022 0:00,HAEM,Haemodorum spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0
2558,ABS050,27/10/2022 0:00,,Hakea laevipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,ABS050,27/10/2022 0:00,2876,Hovea linearis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2560,ABS050,27/10/2022 0:00,6267,Hybanthus vernonii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0
2561,ABS050,27/10/2022 0:00,5433,Isopogon anemonifolius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0
2562,ABS050,27/10/2022 0:00,6839,Isopogon anethifolius,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,ABS050,27/10/2022 0:00,5440,Lambertia formosa,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2564,ABS050,27/10/2022 0:00,2471,Lepidosperma neesii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,ABS050,27/10/2022 0:00,8486,Leptospermum trinervium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
2566,ABS050,27/10/2022 0:00,6406,Lindsaea linearis,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
2567,ABS050,27/10/2022 0:00,6298,Lomandra cylindrica,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
2568,ABS050,27/10/2022 0:00,6400,Lomandra filiformis,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1
2569,ABS050,27/10/2022 0:00,6304,Lomandra glauca,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0
2570,ABS050,27/10/2022 0:00,6312,Lomandra obliqua,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
2571,ABS050,27/10/2022 0:00,5443,Lomatia ilicifolia,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0
2572,ABS050,27/10/2022 0:00,,Microlaena stipoides,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,ABS050,27/10/2022 0:00,,Mirbelia rubiifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2574,ABS050,27/10/2022 0:00,3595,Mitrasacme polymorpha,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,ABS050,27/10/2022 0:00,2649,Monotoca scoparia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2576,ABS050,27/10/2022 0:00,,Orchidaceae indeterminate,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,ABS050,27/10/2022 0:00,,Orchidaceae indeterminate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,ABS050,27/10/2022 0:00,,Orchidaceae indeterminate,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,ABS050,27/10/2022 0:00,3301,Patersonia glabrata,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
2580,ABS050,27/10/2022 0:00,3302,Patersonia longifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2581,ABS050,27/10/2022 0:00,3303,Patersonia sericea,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0
2582,ABS050,27/10/2022 0:00,5462,Persoonia levis,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2583,ABS050,27/10/2022 0:00,5465,Persoonia mollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
2584,ABS050,27/10/2022 0:00,5478,Petrophile pedunculata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1
2585,ABS050,27/10/2022 0:00,2958,Phyllota phylicoides,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
2586,ABS050,27/10/2022 0:00,6182,Pimelea linifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2587,ABS050,27/10/2022 0:00,2754,Poranthera ericifolia,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0
2588,ABS050,27/10/2022 0:00,6403,Pteridium esculentum,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,ABS050,27/10/2022 0:00,,Pterostylis spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
2590,ABS050,27/10/2022 0:00,,Pterostylis spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2591,ABS050,27/10/2022 0:00,,Pultenaea retusa,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,ABS050,27/10/2022 0:00,3208,Scaevola ramosissima,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2593,ABS050,27/10/2022 0:00,8181,Schizaea bifida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2594,ABS050,27/10/2022 0:00,,Telopea speciosissima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,ABS050,27/10/2022 0:00,6214,Tetratheca thymifolia,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0
2596,ABS050,27/10/2022 0:00,,Thelymitra ixioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,ABS050,27/10/2022 0:00,,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,ABS050,27/10/2022 0:00,,Unknown,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2599,ABS050,27/10/2022 0:00,,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,ABS050,27/10/2022 0:00,,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,ABS050,27/10/2022 0:00,,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2602,ABS050,27/10/2022 0:00,,Xanthorrhoea spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,ABS050,27/10/2022 0:00,1163,Xanthosia tridentata,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,ABS051,25/10/2022 0:00,3723,Acacia brownii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,ABS051,25/10/2022 0:00,3834,Acacia myrtifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1
2606,ABS051,25/10/2022 0:00,3881,Acacia suaveolens,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0
2607,ABS051,25/10/2022 0:00,3885,Acacia terminalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2608,ABS051,25/10/2022 0:00,1095,Actinotus minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2609,ABS051,25/10/2022 0:00,4749,Anisopogon avenaceus,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0
2610,ABS051,25/10/2022 0:00,5349,Banksia spinulosa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0
2611,ABS051,25/10/2022 0:00,4671,Billardiera scandens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2612,ABS051,25/10/2022 0:00,5750,Boronia pinnata,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,ABS051,25/10/2022 0:00,2780,Bossiaea heterophylla,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0
2614,ABS051,25/10/2022 0:00,2789,Bossiaea scolopendria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2615,ABS051,25/10/2022 0:00,3531,Bulbine bulbosa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,ABS051,25/10/2022 0:00,3533,Burchardia umbellata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2617,ABS051,25/10/2022 0:00,3535,Caesia parviflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2618,ABS051,25/10/2022 0:00,CASY,Cassytha spp.,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,ABS051,25/10/2022 0:00,2341,Caustis flexuosa,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,ABS051,25/10/2022 0:00,9976,Conospermum ericifolium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,ABS051,25/10/2022 0:00,9687,Corymbia gummifera,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2622,ABS051,25/10/2022 0:00,2347,Cyathochaeta diandra,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,ABS051,25/10/2022 0:00,3174,Dampiera stricta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2624,ABS051,25/10/2022 0:00,4947,Entolasia stricta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2625,ABS051,25/10/2022 0:00,,Epacridaceae indeterminate,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2626,ABS051,25/10/2022 0:00,EPAC,Epacris spp.,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1
2627,ABS051,25/10/2022 0:00,4156,Eucalyptus piperita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2628,ABS051,25/10/2022 0:00,,Eucalyptus sclerophylla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,ABS051,25/10/2022 0:00,,Eucalyptus spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2630,ABS051,25/10/2022 0:00,2865,Gompholobium grandiflorum,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2631,ABS051,25/10/2022 0:00,3247,Gonocarpus tetragynus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2632,ABS051,25/10/2022 0:00,GOOD,Goodenia spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2633,ABS051,25/10/2022 0:00,HAEM,Haemodorum spp.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,ABS051,25/10/2022 0:00,HIBB,Hibbertia spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2635,ABS051,25/10/2022 0:00,5440,Lambertia formosa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,ABS051,25/10/2022 0:00,3556,Laxmannia gracilis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,ABS051,25/10/2022 0:00,9080,Leptospermum polyanthum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2638,ABS051,25/10/2022 0:00,9958,Leptospermum rotundifolium,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
2639,ABS051,25/10/2022 0:00,8486,Leptospermum trinervium,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2640,ABS051,25/10/2022 0:00,6406,Lindsaea linearis,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
2641,ABS051,25/10/2022 0:00,3590,Logania pusilla,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
2642,ABS051,25/10/2022 0:00,6298,Lomandra cylindrica,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
2643,ABS051,25/10/2022 0:00,6400,Lomandra filiformis,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2644,ABS051,25/10/2022 0:00,6304,Lomandra glauca,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2645,ABS051,25/10/2022 0:00,6311,Lomandra multiflora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2646,ABS051,25/10/2022 0:00,6312,Lomandra obliqua,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1
2647,ABS051,25/10/2022 0:00,5443,Lomatia ilicifolia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2648,ABS051,25/10/2022 0:00,3595,Mitrasacme polymorpha,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,ABS051,25/10/2022 0:00,OPER,Opercularia spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2650,ABS051,25/10/2022 0:00,,Orchidaceae indeterminate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2651,ABS051,25/10/2022 0:00,,Orchidaceae indeterminate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2652,ABS051,25/10/2022 0:00,1185,Parsonsia straminea,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0
2653,ABS051,25/10/2022 0:00,3301,Patersonia glabrata,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1
2654,ABS051,25/10/2022 0:00,5465,Persoonia mollis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,ABS051,25/10/2022 0:00,PETO,Petrophile spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2656,ABS051,25/10/2022 0:00,6182,Pimelea linifolia,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,ABS051,25/10/2022 0:00,1145,Platysace linearifolia,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1
2658,ABS051,25/10/2022 0:00,2753,Poranthera corymbosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2659,ABS051,25/10/2022 0:00,2754,Poranthera ericifolia,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2660,ABS051,25/10/2022 0:00,8956,Ptilothrix deusta,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2661,ABS051,25/10/2022 0:00,11386,Pultenaea tuberculata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2662,ABS051,25/10/2022 0:00,8181,Schizaea bifida,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2663,ABS051,25/10/2022 0:00,10603,Sporadanthus gracilis,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2664,ABS051,25/10/2022 0:00,6159,Stylidium lineare,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,ABS051,25/10/2022 0:00,5217,Tetrarrhena juncea,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
2666,ABS051,25/10/2022 0:00,1163,Xanthosia tridentata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2667,ABS052,26/10/2022 0:00,3816,Acacia longifolia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0
2668,ABS052,26/10/2022 0:00,3816,Acacia ulicifolia,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2669,ABS052,26/10/2022 0:00,3893,Amperea xiphoclada,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0
2670,ABS052,26/10/2022 0:00,2677,Anisopogon avenaceus,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
2671,ABS052,26/10/2022 0:00,4749,Banksia spinulosa,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
2672,ABS052,26/10/2022 0:00,5349,Bossiaea heterophylla,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2673,ABS052,26/10/2022 0:00,2780,Bossiaea scolopendria,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
2674,ABS052,26/10/2022 0:00,,Caesia parviflora,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2675,ABS052,26/10/2022 0:00,3535,Caustis flexuosa,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1
2676,ABS052,26/10/2022 0:00,,Corymbia gummifera,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
2677,ABS052,26/10/2022 0:00,9687,Daviesia ulicifolia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,ABS052,26/10/2022 0:00,2827,Dillwynia sieberi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
2679,ABS052,26/10/2022 0:00,5911,Dodonaea triquetra,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2680,ABS052,26/10/2022 0:00,5911,Entolasia stricta,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
2681,ABS052,26/10/2022 0:00,4947,Eucalyptus piperita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2682,ABS052,26/10/2022 0:00,,Gompholobium grandiflorum,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,ABS052,26/10/2022 0:00,2865,Gompholobium minus,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2684,ABS052,26/10/2022 0:00,2867,Gonocarpus tetragynus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2685,ABS052,26/10/2022 0:00,3247,Goodenia hederacea,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
2686,ABS052,26/10/2022 0:00,3188,Haemodorum planifolium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,ABS052,26/10/2022 0:00,3236,Hakea sericea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2688,ABS052,26/10/2022 0:00,5425,Hibbertia riparia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,ABS052,26/10/2022 0:00,2545,Hybanthus vernonii,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,ABS052,26/10/2022 0:00,5433,Isopogon anemonifolius,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,ABS052,26/10/2022 0:00,5440,Lambertia formosa,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2692,ABS052,26/10/2022 0:00,5440,Laxmannia gracilis,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
2693,ABS052,26/10/2022 0:00,3556,Leptospermum rotundifolium,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,ABS052,26/10/2022 0:00,9958,Leptospermum trinervium,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2695,ABS052,26/10/2022 0:00,8486,Lindsaea linearis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2696,ABS052,26/10/2022 0:00,6406,Lomandra cylindrica,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1
2697,ABS052,26/10/2022 0:00,6298,Lomandra filiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
2698,ABS052,26/10/2022 0:00,6400,Lomandra glauca,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2699,ABS052,26/10/2022 0:00,6304,Lomandra obliqua,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0
2700,ABS052,26/10/2022 0:00,6312,Mitrasacme polymorpha,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
