"barcode","sample","OTU","count","resampled_count","resampled_date","kingdom","phylum","class","order","family","genus","species","n","score","SH_species","SH_gb_acc","SH_sh_acc","SH_type","identity","coverage","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource","unite_db_version","date_assigned","Tube_ID","Site","Transect","Location","mass_extracted","Note"
"SMM11T1",NA,"ITSall_OTUj_3595",16,0,NA,"Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,3,0.75,"Helotiales_sp","UDB0670841","SH1544334.08FU","reps",0.75,0.838235294117647,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:44 2021","11.1",NA,NA,NA,0.362,NA
"SMM11T1",NA,"ITSall_OTUm_4459",29,1,"Thu Oct 24 12:39:10 2024","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA,5,1,"Mortierella_beljakovae","HQ630352","SH1556947.08FU","refs",0.871323529411765,0.926470588235294,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","11.1",NA,NA,NA,0.362,NA
"SMM11T1",NA,"ITSall_OTUn_3941",21,0,NA,"Fungi","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Rhizomucor","Rhizomucor_pusillus",1,1,"Rhizomucor_pusillus","JN206312","SH1570148.08FU","refs",1,1,"Pathotroph","Animal Pathogen","Probable","NULL","NULL","Likely opportunistic human pathogen (Irinyi et al. 2015)","Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))","sh_general_release_dynamic_s_10.05.2021","Thu Jun  1 12:32:40 2023","11.1",NA,NA,NA,0.362,NA
"SMM11T1",NA,"ITSall_OTUj_5316",33,1,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA,1,1,"Herpotrichiellaceae_sp","UDB0644024","SH2726980.08FU","reps",0.93854748603352,0.994413407821229,"Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Probable","Facultative Yeast-Microfungus","NULL","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","11.1",NA,NA,NA,0.362,NA
"SMM8T1",NA,"ITSall_OTUe_2617",32,3,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales",NA,NA,NA,2,1,"Phaeomoniellaceae_sp","KT804064","SH1573830.08FU","reps",0.668604651162791,0.732558139534884,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","8.1",NA,NA,NA,0.208,NA
"SMM31T2",NA,"ITSall_OTUm_172",11,1,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula",NA,1,1,"Russula_sp","AY702071","SH1558637.08FU","reps",0.953846153846154,0.996153846153846,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","31.2",NA,NA,NA,0.45,NA
"SMM31T2",NA,"ITSall_OTUm_344",154,27,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,18,1,"Herpotrichiellaceae_sp","JX987756","SH1188960.08FU","reps_singleton",0.862637362637363,0.956043956043956,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","31.2",NA,NA,NA,0.45,NA
"SMM31T1",NA,"ITSall_OTUm_518",15,4,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae",NA,NA,1,1,"Auritella_chamaecephala","KT378201","SH1243436.08FU","reps_singleton",0.914691943127962,0.966824644549763,"Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Possible","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","31.1",NA,NA,NA,0.18,NA
"SMM34T2",NA,"ITSall_OTUm_393",10,1,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA,1,1,"Ruhlandiella_sp","UDB002711","SH1179522.08FU","reps_singleton",0.921296296296296,0.981481481481482,"Saprotroph-Symbiotroph","Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph","Possible","Pezizoid","NULL","Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","34.2",NA,NA,NA,0.404,NA
"SMM49T2",NA,"ITSall_OTUm_14456",100,0,NA,"Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Sebacinaceae","Sebacina",NA,1,1,"Sebacina_sp","UDB0767721","SH1615427.08FU","reps",0.974747474747475,0.994949494949495,"Symbiotroph","Ectomycorrhizal","Probable","Coralloid","NULL","Terrestrial forming mycorrhizas with a wide range of plants including orchids, Ericaceae and liverworts as well as ectomycorrhizas with conifers and angiosperm trees (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","49.2",NA,NA,NA,0.536,NA
"SMM34T1",NA,"ITSall_OTUn_2565",203,8,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula",NA,1,1,"Russula_sp","DQ388840","SH1513800.08FU","reps",0.972972972972973,0.990990990990991,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jun  1 12:32:40 2023","34.1",NA,NA,NA,0.406,NA
"SMM34T2",NA,"ITSall_OTUn_2565",71,1,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula",NA,1,1,"Russula_sp","DQ388840","SH1513800.08FU","reps",0.972972972972973,0.990990990990991,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jun  1 12:32:40 2023","34.2",NA,NA,NA,0.404,NA
"SMM34T2",NA,"ITSall_OTUm_13669",21,2,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,10,1,"Herpotrichiellaceae_sp","KU550988","SH1160373.08FU","reps_singleton",0.841530054644809,0.918032786885246,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","34.2",NA,NA,NA,0.404,NA
"SMM34T2",NA,"ITSall_OTUj_11060",42,2,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Hysterangiaceae","Chondrogaster",NA,1,1,"Chondrogaster_sp","UDB017239","SH1610843.08FU","reps",0.971014492753623,0.975845410628019,"Symbiotroph","Ectomycorrhizal","Highly Probable","NULL","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","34.2",NA,NA,NA,0.404,NA
"SMM34T2",NA,"ITSall_OTUb_8759",10,0,NA,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus",NA,4,1,"Pisolithus_sp","AF374704","SH1879620.08FU","refs",0.995260663507109,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","34.2",NA,NA,NA,0.404,NA
"SMM56T1",NA,"ITSall_OTUb_3146",129,10,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula",NA,3,1,"Russula_sp","KX886112","SH1569629.08FU","reps",0.973913043478261,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","56.1",NA,NA,NA,NA,NA
"SMM26T2",NA,"ITSall_OTUm_675",40,5,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Russulales",NA,NA,NA,17,1,"Cystangium_nothofagi","KF819809","SH1558615.08FU","refs",0.873646209386282,0.949458483754513,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","26.2",NA,NA,NA,0.423,NA
"SMM34T1",NA,"ITSall_OTUm_675",109,1,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Russulales",NA,NA,NA,17,1,"Cystangium_nothofagi","KF819809","SH1558615.08FU","refs",0.873646209386282,0.949458483754513,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","34.1",NA,NA,NA,0.406,NA
"SMM31T1",NA,"ITSall_OTUm_143",1430,403,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,NA,5,1,"Russula_sp","KY697613","SH1608815.08FU","reps",0.944649446494465,0.992619926199262,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","31.1",NA,NA,NA,0.18,NA
"SMM31T1",NA,"ITSall_OTUm_1802",19,7,"Thu Oct 24 12:39:10 2024","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA,17,1,"Ramicandelaber_sp","UDB091402","SH2725487.08FU","reps",0.887640449438202,0.98876404494382,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","31.1",NA,NA,NA,0.18,NA
"SMM26T1A2",NA,"ITSall_OTUj_1340",19,6,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota",NA,NA,NA,NA,NA,1,1,"Xerocomus_sp","KP191799","SH1241296.08FU","reps_singleton",0.745318352059925,0.831460674157303,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","26.1A26.2",NA,NA,NA,NA,"Part of the 26.2 samples was added to the 26.1 sample"
"SMM26T2",NA,"ITSall_OTUj_1340",168,22,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota",NA,NA,NA,NA,NA,1,1,"Xerocomus_sp","KP191799","SH1241296.08FU","reps_singleton",0.745318352059925,0.831460674157303,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","26.2",NA,NA,NA,0.423,NA
"SMM31T1",NA,"ITSall_OTUj_1340",466,124,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota",NA,NA,NA,NA,NA,1,1,"Xerocomus_sp","KP191799","SH1241296.08FU","reps_singleton",0.745318352059925,0.831460674157303,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","31.1",NA,NA,NA,0.18,NA
"SMM26T2",NA,"ITSall_OTUm_4227",10,0,NA,"Fungi","Basidiomycota",NA,NA,NA,NA,NA,20,1,"Russula_japonica","MN648956","SH1548359.08FU","reps",0.737991266375546,0.816593886462882,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","26.2",NA,NA,NA,0.423,NA
"SMM31T1",NA,"ITSall_OTUm_4227",171,46,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota",NA,NA,NA,NA,NA,20,1,"Russula_japonica","MN648956","SH1548359.08FU","reps",0.737991266375546,0.816593886462882,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","31.1",NA,NA,NA,0.18,NA
"SMM31T2",NA,"ITSall_OTUm_4227",503,79,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota",NA,NA,NA,NA,NA,20,1,"Russula_japonica","MN648956","SH1548359.08FU","reps",0.737991266375546,0.816593886462882,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","31.2",NA,NA,NA,0.45,NA
"SMM34T2",NA,"ITSall_OTUm_4227",31,1,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota",NA,NA,NA,NA,NA,20,1,"Russula_japonica","MN648956","SH1548359.08FU","reps",0.737991266375546,0.816593886462882,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","34.2",NA,NA,NA,0.404,NA
"SMM5T1",NA,"ITSall_OTUm_4227",30,2,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota",NA,NA,NA,NA,NA,20,1,"Russula_japonica","MN648956","SH1548359.08FU","reps",0.737991266375546,0.816593886462882,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","5.1",NA,NA,NA,0.471,NA
"SMM7T1",NA,"ITSall_OTUm_4227",67,15,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota",NA,NA,NA,NA,NA,20,1,"Russula_japonica","MN648956","SH1548359.08FU","reps",0.737991266375546,0.816593886462882,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","7.1",NA,NA,NA,0.249,NA
"SMM56T1",NA,"ITSall_OTUm_4273",11,1,"Thu Oct 24 12:39:10 2024","Fungi","Mucoromycota","Endogonomycetes","Endogonales","Endogonales_fam_Incertae_sedis",NA,NA,1,1,"Densospora_sp","UDB028692","SH1174799.08FU","reps_singleton",0.903083700440529,0.94273127753304,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","56.1",NA,NA,NA,NA,NA
"SMM56T1",NA,"ITSall_OTUm_381",777,47,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA,1,1,"Ruhlandiella_sp","UDB002711","SH1179522.08FU","reps_singleton",0.926605504587156,1,"Saprotroph-Symbiotroph","Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph","Possible","Pezizoid","NULL","Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","56.1",NA,NA,NA,NA,NA
"SMM34T1",NA,"ITSall_OTUm_1906",98,2,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA,1,1,"Cystolepiota_sp","MT360313","SH3566561.08FU","reps_singleton",0.9,0.985,"Saprotroph","Undefined Saprotroph","Probable","Agaricoid-Gasteroid-Secotioid","NULL","Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","34.1",NA,NA,NA,0.406,NA
"SMM34T1",NA,"ITSall_OTUj_4266",108,4,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,1,1,"Podospora_sp","UDB004158","SH1653239.08FU","reps",0.86875,0.95,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","34.1",NA,NA,NA,0.406,NA
"SMM34T1",NA,"ITSall_OTUj_2038",25,2,"Thu Oct 24 12:39:10 2024","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales",NA,NA,NA,1,1,"Mucoromycota_sp","MN017030","SH3591969.08FU","reps",0.853080568720379,0.933649289099526,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","34.1",NA,NA,NA,0.406,NA
"SMM34T1",NA,"ITSall_OTUm_1307",48,3,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae",NA,NA,1,1,"Podospora_sp","UDB004158","SH1653239.08FU","reps",0.9,0.9625,"Saprotroph","Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","34.1",NA,NA,NA,0.406,NA
"SMM34T1",NA,"ITSall_OTUj_14951",24,0,NA,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula",NA,1,1,"Russula_sp","UDB013116","SH1226659.08FU","reps_singleton",0.96943231441048,1,"Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:17:18 2021","34.1",NA,NA,NA,0.406,NA
"SMM31T1",NA,"ITSall_OTUj_6736",63,15,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae",NA,NA,5,1,"Agaricomycetes_sp","GU054109","SH1193086.08FU","reps_singleton",0.918367346938776,1,"Saprotroph","Undefined Saprotroph-Wood Saprotroph","Probable","Corticioid-Polyporoid","NULL","Lignicolous or terrestrial (in leaf litter); typically saprobic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:16 2021","31.1",NA,NA,NA,0.18,NA
"SMM31T1",NA,"ITSall_OTUm_2700",20,3,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA,1,1,"Pezizaceae_sp","GQ231749","SH1146209.08FU","reps_singleton",0.930851063829787,0.99468085106383,"Saprotroph-Symbiotroph","Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph","Possible","Pezizoid","NULL","Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","31.1",NA,NA,NA,0.18,NA
"SMM31T1",NA,"ITSall_OTUj_7844",17,5,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA,1,1,"Pezizaceae_sp","GQ231749","SH1146209.08FU","reps_singleton",0.952127659574468,0.99468085106383,"Saprotroph-Symbiotroph","Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph","Possible","Pezizoid","NULL","Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:28:58 2021","31.1",NA,NA,NA,0.18,NA
"SMM31T1",NA,"ITSall_OTUm_11976",121,33,"Thu Oct 24 12:39:10 2024","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA,1,1,"Pezizaceae_sp","GQ231749","SH1146209.08FU","reps_singleton",0.945945945945946,1,"Saprotroph-Symbiotroph","Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph","Possible","Pezizoid","NULL","Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","31.1",NA,NA,NA,0.18,NA
"SMM26T1A2",NA,"ITSall_OTUj_11710",353,100,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,38,1,"Ceratobasidiaceae_sp","FJ788666","SH1178946.08FU","reps_singleton",0.95,0.995454545454545,"Pathotroph-Saprotroph-Symbiotroph","Endomycorrhizal-Plant Pathogen-Undefined Saprotroph","Possible","Microfungus","NULL","Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:30:00 2021","26.1A26.2",NA,NA,NA,NA,"Part of the 26.2 samples was added to the 26.1 sample"
"SMM26T1A2",NA,"ITSall_OTUj_1795",149,43,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,1,1,"Inocybe_amygdalina","KJ729877","SH1562239.08FU","reps",0.741784037558685,0.812206572769953,"Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Possible","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:44 2021","26.1A26.2",NA,NA,NA,NA,"Part of the 26.2 samples was added to the 26.1 sample"
"SMM7T2",NA,"ITSall_OTUj_1795",74,3,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,1,1,"Inocybe_amygdalina","KJ729877","SH1562239.08FU","reps",0.741784037558685,0.812206572769953,"Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Possible","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)","sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 14:29:44 2021","7.2",NA,NA,NA,0.445,NA
"SMM26T1A2",NA,"ITSall_OTUm_2653",299,101,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,7,1,"Coltricia_cinnamomea","UDB016283","SH1651067.08FU","refs",0.829090909090909,0.92,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","26.1A26.2",NA,NA,NA,NA,"Part of the 26.2 samples was added to the 26.1 sample"
"SMM26T2",NA,"ITSall_OTUm_2653",2559,279,"Thu Oct 24 12:39:10 2024","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,7,1,"Coltricia_cinnamomea","UDB016283","SH1651067.08FU","refs",0.829090909090909,0.92,NA,NA,NA,NA,NA,NA,NA,"sh_general_release_dynamic_s_10.05.2021","Thu Jul  8 15:55:31 2021","26.2",NA,NA,NA,0.423,NA
