"OTU","kingdom","phylum","class","order","family","genus","species","n","score","SH_species","SH_gb_acc","SH_sh_acc","SH_type","identity","coverage","trophicMode","guild"
"ITSall_OTUj_78","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,NA,10,1,"Cystangium_nothofagi","KF819809","SH1558615.08FU","refs",0.908088235294118,0.974264705882353,NA,NA
"ITSall_OTUj_3858","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,3,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.823170731707317,0.963414634146341,NA,NA
"ITSall_OTUj_3815","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,11,1,"Herpotrichiellaceae_sp","JX987756","SH1188960.08FU","reps_singleton",0.879120879120879,0.972527472527473,NA,NA
"ITSall_OTUb_1225","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae",NA,NA,1,1,"Agaricomycetes_sp","MK757994","SH1573669.08FU","reps",0.990867579908676,1,NA,NA
"ITSall_OTUm_6947","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA,7,1,"Endogone_sp","UDB0497876","SH2615028.08FU","reps_singleton",0.825396825396825,0.972222222222222,NA,NA
"ITSall_OTUa_5611","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora",NA,3,0.75,"Symmetrospora_symmetrica","AY364836","SH1613460.08FU","refs",0.980487804878049,1,NA,NA
"ITSall_OTUj_1423","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.769230769230769,0.952662721893491,NA,NA
"ITSall_OTUj_20092","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,1,1,"Hannaella_sp","MT990558","SH3568245.08FU","reps_singleton",0.840579710144927,0.920289855072464,NA,NA
"ITSall_OTUa_7473","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,14,1,"Herpotrichiellaceae_sp","UDB0623605","SH2729030.08FU","reps",0.941520467836257,1,NA,NA
"ITSall_OTUj_28403","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,1,1,"Agaricomycetes_sp","AB520436","SH1241087.08FU","reps_singleton",0.895238095238095,0.971428571428571,NA,NA
"ITSall_OTUm_9857","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA,2,1,"Densospora_sp","UDB028692","SH1174799.08FU","reps_singleton",0.897321428571429,0.950892857142857,NA,NA
"ITSall_OTUm_3002","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,18,1,"Sebacinales_sp","JX317289","SH1544472.08FU","refs",0.965686274509804,1,NA,NA
"ITSall_OTUj_173","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis",NA,NA,NA,2,1,"Xenasmatella_sp","KY462577","SH1178497.08FU","reps_singleton",0.714285714285714,0.752380952380952,NA,NA
"ITSall_OTUm_695","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA,1,1,"Mortierellales_sp","UDB0265206","SH2726149.08FU","reps",0.845018450184502,0.892988929889299,NA,NA
"ITSall_OTUa_7915","Fungi","Ascomycota",NA,NA,NA,NA,NA,1,1,"Dothideomycetes_sp","UDB075568","SH1652320.08FU","reps",0.73943661971831,0.873239436619718,NA,NA
"ITSall_OTUm_2615","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.759259259259259,0.876543209876543,NA,NA
"ITSall_OTUj_421","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA,6,1,"Hymenochaetales_sp","UDB007641","SH1243761.08FU","reps_singleton",0.826530612244898,0.925170068027211,NA,NA
"ITSall_OTUj_2627","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,1,1,"Chaetothyriales_sp","UDB061159","SH2722265.08FU","reps",0.779761904761905,0.952380952380952,NA,NA
"ITSall_OTUn_2128","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,5,1,"Agaricales_sp","UDB0329959","SH2721635.08FU","reps",0.914893617021277,0.953900709219858,NA,NA
"ITSall_OTUn_2150","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,10,1,"Cladophialophora_sp","UDB0359366","SH1648681.08FU","reps",0.893081761006289,0.968553459119497,NA,NA
"ITSall_OTUn_2812","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,41,0.976190476190476,"Neopaucispora_rosae-ecae","MG828924","SH1724370.08FU","refs_singleton",0.872611464968153,0.961783439490446,NA,NA
"ITSall_OTUn_2680","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,1,1,"Polyporales_sp","AY394670","SH1240011.08FU","reps_singleton",0.867403314917127,0.988950276243094,NA,NA
"ITSall_OTUn_686","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,7,0.875,"Humaria_sp","UDB0558702","SH2616290.08FU","reps_singleton",0.835227272727273,0.954545454545455,NA,NA
"ITSall_OTUn_4805","Fungi","Ascomycota",NA,NA,NA,NA,NA,1,1,"Orbilia_sp","MK473437","SH3589888.08FU","reps",0.706896551724138,0.942528735632184,NA,NA
"ITSall_OTUn_10347","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,32,0.941176470588235,"Pseudodactylaria_xanthorrhoeae","MG386064","SH1648730.08FU","reps",0.853503184713376,0.961783439490446,NA,NA
"ITSall_OTUn_4570","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,13,0.8125,"Ascomycota_sp","KU535848","SH1148255.08FU","reps_singleton",1,1,NA,NA
"ITSall_OTUn_1583","Fungi","Basidiomycota",NA,NA,NA,NA,NA,4,1,"Solicoccozyma_fuscescens","AF145319","SH2574340.08FU","refs",0.582222222222222,0.693333333333333,NA,NA
"ITSall_OTUn_5433","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,2,1,"Sordariales_sp","UDB0156214","SH2721141.08FU","reps",0.923566878980892,0.993630573248408,NA,NA
"ITSall_OTUn_2244","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulales_fam_Incertae_sedis",NA,NA,1,1,"Gloeohypochnicium_analogum","MH409974","SH1514418.08FU","reps",0.905263157894737,1,NA,NA
"ITSall_OTUn_4470","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,2,1,"Cuphophyllus_adonis","KF291035","SH1506522.08FU","reps",0.558823529411765,0.588235294117647,NA,NA
"ITSall_OTUn_4317","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,1,1,"Auriculariales_sp","KC478578","SH1179235.08FU","reps_singleton",0.968421052631579,0.994736842105263,NA,NA
"ITSall_OTUn_9091","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,9,1,"Fungi_sp","MF976706","SH1237037.08FU","reps_singleton",0.847133757961783,1,NA,NA
"ITSall_OTUn_2681","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae",NA,NA,3,0.75,"Ceriporia_lacerata","AB091675","SH1573567.08FU","refs",0.908163265306122,0.954081632653061,NA,NA
"ITSall_OTUn_3881","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA,2,0.666666666666667,"Sporidiobolales_sp","MF976659","SH1150258.08FU","reps_singleton",0.84,0.908571428571429,NA,NA
"ITSall_OTUn_5816","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,5,1,"Trechisporales_sp","UDB014010","SH1180902.08FU","reps_singleton",0.776744186046512,0.888372093023256,NA,NA
"ITSall_OTUn_12180","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,6,1,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.868292682926829,0.960975609756098,NA,NA
"ITSall_OTUn_4104","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,34,1,"Phialophora_expanda","KF881937","SH1529649.08FU","refs",0.876404494382023,0.971910112359551,NA,NA
"ITSall_OTUn_3559","Fungi","Basidiomycota",NA,NA,NA,NA,NA,1,1,"Naohideales_sp","UDB0669620","SH3347696.08FU","reps",0.704433497536946,0.857142857142857,NA,NA
"ITSall_OTUn_5101","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,25,0.806451612903226,"Pleosporales_sp","KX893355","SH1556845.08FU","reps",0.974358974358974,1,NA,NA
"ITSall_OTUn_7010","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,14,0.875,"Xylariales_sp","MF942527","SH1513186.08FU","reps",0.919075144508671,0.942196531791908,NA,NA
"ITSall_OTUn_2632","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,1,1,"Auriculariales_sp","MG707453","SH3565546.08FU","reps_singleton",0.858585858585859,0.934343434343434,NA,NA
"ITSall_OTUn_3","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Trechisporales_fam_Incertae_sedis",NA,NA,1,1,"Sistotremastrum_fibrillosum","MG913224","SH2707034.08FU","reps",0.926966292134832,0.926966292134832,NA,NA
"ITSall_OTUn_6005","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,5,1,"Agaricomycetes_sp","UDB0699535","SH2723462.08FU","reps",0.779661016949153,0.983050847457627,NA,NA
"ITSall_OTUn_9065","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis",NA,NA,1,1,"Acremonium_exiguum","MH860776","SH2592078.08FU","reps_singleton",0.949044585987261,1,NA,NA
"ITSall_OTUn_8316","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Wiesneriomycetaceae",NA,NA,3,1,"Wiesneriomyces_laurinus","KP057801","SH1181745.08FU","reps_singleton",0.913294797687861,0.959537572254335,NA,NA
"ITSall_OTUn_7376","Fungi","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,NA,9,0.6,"Sordariales_sp","KU837414","SH1546853.08FU","reps",0.84375,0.89375,NA,NA
"ITSall_OTUn_9693","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,5,0.833333333333333,"Fungi_sp","MF942529","SH2594100.08FU","reps_singleton",0.87719298245614,0.923976608187134,NA,NA
"ITSall_OTUn_701","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Celotheliaceae",NA,NA,1,1,"Phaeomoniellales_sp","KP992094","SH1615017.08FU","reps",0.878048780487805,0.896341463414634,NA,NA
"ITSall_OTUn_12190","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,26,1,"Cladophialophora_sp","AB986346","SH1529675.08FU","reps",0.893258426966292,0.98876404494382,NA,NA
"ITSall_OTUn_8761","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales",NA,NA,NA,1,1,"GS23_sp","AB846969","SH1156718.08FU","reps_singleton",0.904040404040404,0.994949494949495,NA,NA
"ITSall_OTUn_477","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA,1,1,"Epulorhiza_sp","GU166424","SH1143948.08FU","reps_singleton",0.868686868686869,0.984848484848485,NA,NA
"ITSall_OTUn_4990","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,3,0.75,"Dothideomycetes_sp","UDB0766008","SH1546016.08FU","reps",0.975,1,NA,NA
"ITSall_OTUn_4212","Fungi","Basidiomycota","Agaricomycetes","Geastrales",NA,NA,NA,6,1,"Nidulariopsis_iowensis","UDB0608919","SH1517671.08FU","reps",0.976744186046512,0.995348837209302,NA,NA
"ITSall_OTUn_8895","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA,23,0.793103448275862,"Rhodosporidiobolus_lusitaniae","AY015430","SH1558744.08FU","refs",0.864077669902913,0.975728155339806,NA,NA
"ITSall_OTUn_5368","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,1,1,"Stypella_grilletii","MK098896","SH3213215.08FU","reps_singleton",0.87012987012987,0.96969696969697,NA,NA
"ITSall_OTUn_1888","Fungi","Basidiomycota","Tremellomycetes",NA,NA,NA,NA,5,1,"Heterocephalacria_sp","MK307721","SH2593189.08FU","reps_singleton",0.88695652173913,0.982608695652174,NA,NA
"ITSall_OTUn_8008","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis",NA,NA,NA,6,0.75,"Cystobasidiomycetes_sp","MN654823","SH3567178.08FU","reps_singleton",0.881443298969072,1,NA,NA
"ITSall_OTUn_6820","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,2,1,"Tubulicium_sp","UDB024251","SH1243788.08FU","reps_singleton",0.855555555555556,0.95,NA,NA
"ITSall_OTUn_1699","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA,1,1,"Agaricomycetes_sp","UDB0699535","SH2723462.08FU","reps",0.857954545454545,0.977272727272727,NA,NA
"ITSall_OTUn_9265","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae",NA,NA,1,1,"Auriculariales_sp","AB828217","SH1558584.08FU","reps",0.925925925925926,1,NA,NA
"ITSall_OTUn_6312","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae",NA,NA,1,1,"Bjerkandera_sp","JF691224","SH1176670.08FU","reps_singleton",0.9,0.983333333333333,NA,NA
"ITSall_OTUn_5838","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,2,1,"Hyphoderma_sp","HG937062","SH1185964.08FU","reps_singleton",0.775609756097561,0.941463414634146,NA,NA
"ITSall_OTUn_10148","Fungi","Ascomycota","Sordariomycetes","Calosphaeriales","Pleurostomataceae",NA,NA,5,1,"Pleurostoma_sp","MH730174","SH1151371.08FU","reps_singleton",0.91875,0.95,NA,NA
"ITSall_OTUn_9912","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae",NA,NA,16,0.941176470588235,"Cladobotryum_odorum","UDB035368","SH1578141.08FU","reps",0.970588235294118,0.994117647058824,NA,NA
"ITSall_OTUn_8822","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,16,1,"Hydnaceae_sp","UDB0766344","SH2598820.08FU","reps_singleton",0.773148148148148,0.87037037037037,NA,NA
"ITSall_OTUn_12179","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,5,1,"GS23_sp","UDB014792","SH1555939.08FU","reps",0.876847290640394,0.96551724137931,NA,NA
"ITSall_OTUn_7690","Fungi","Basidiomycota",NA,NA,NA,NA,NA,1,1,"Hygrocybe_sp","MH930312","SH3237434.08FU","reps_singleton",0.714285714285714,0.826530612244898,NA,NA
"ITSall_OTUn_9971","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,3,1,"Scytalidium_lignicola","AY762623","SH1564465.08FU","refs",0.867088607594937,0.917721518987342,NA,NA
"ITSall_OTUn_4572","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,1,1,"Hygrocybe_sp","MH930312","SH3237434.08FU","reps_singleton",0.790816326530612,0.948979591836735,NA,NA
"ITSall_OTUn_5233","Fungi","Basidiomycota","Cystobasidiomycetes",NA,NA,NA,NA,15,0.789473684210526,"Cystobasidiales_sp","MN128420","SH2711539.08FU","reps",0.981818181818182,0.990909090909091,NA,NA
"ITSall_OTUn_978","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellales_fam_Incertae_sedis",NA,NA,2,1,"Kwoniella_shandongensis","JN160602","SH1649729.08FU","refs",0.917098445595855,0.974093264248705,NA,NA
"ITSall_OTUn_6188","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA,2,1,"Orbilia_sinensis","MH179765","SH1511418.08FU","reps",0.817204301075269,0.940860215053763,NA,NA
"ITSall_OTUn_3877","Fungi","Ascomycota",NA,NA,NA,NA,NA,1,1,"Fungi_sp","UDB0751894","SH2619625.08FU","reps_singleton",0.648401826484018,0.707762557077626,NA,NA
"ITSall_OTUn_7505","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis",NA,NA,NA,1,1,"Sordariomycetes_sp","AF178561","SH1646566.08FU","reps",0.911392405063291,0.993670886075949,NA,NA
"ITSall_OTUn_11203","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,10,0.909090909090909,"Exophiala_equina","MH063076","SH1156406.08FU","reps_singleton",0.870056497175141,1,NA,NA
"ITSall_OTUn_6792","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae",NA,NA,1,1,"Arachnomyces_minimus","UDB035105","SH1242726.08FU","reps_singleton",0.930379746835443,0.993670886075949,NA,NA
"ITSall_OTUn_549","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA,1,1,"Bjerkandera_sp","JF691224","SH1176670.08FU","reps_singleton",0.899441340782123,0.988826815642458,NA,NA
"ITSall_OTUn_2539","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales",NA,NA,NA,4,1,"Kurtzmanomyces_sp","MW144956","SH3568941.08FU","reps_singleton",0.878172588832487,0.989847715736041,NA,NA
"ITSall_OTUn_4884","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA,3,1,"Orbilia_sp","KF705018","SH1563022.08FU","reps",0.691860465116279,0.75,NA,NA
"ITSall_OTUn_1755","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA,5,1,"Yunzhangia_auriculariae","AF444507","SH1561815.08FU","refs",0.788177339901478,0.901477832512315,NA,NA
"ITSall_OTUn_819","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,1,1,"Sordariales_sp","JN889880","SH1244293.08FU","reps_singleton",0.958083832335329,1,NA,NA
"ITSall_OTUn_6586","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,9,0.818181818181818,"GS23_sp","UDB014793","SH1555938.08FU","reps",0.896039603960396,0.915841584158416,NA,NA
"ITSall_OTUn_1326","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,4,1,"Serendipita_vermifera","FN663142","SH1544475.08FU","refs",0.751243781094527,0.850746268656716,NA,NA
"ITSall_OTUn_5424","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,17,0.944444444444444,"Fungi_sp","AB432944","SH1212233.08FU","reps_singleton",0.865284974093264,0.932642487046632,NA,NA
"ITSall_OTUn_4727","Fungi","Basidiomycota",NA,NA,NA,NA,NA,1,1,"Trechispora_sp","MK514945","SH3590951.08FU","reps",0.676767676767677,0.722222222222222,NA,NA
"ITSall_OTUn_7048","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,31,1,"Aculeata_aquatica","MG922571","SH1192667.08FU","reps_singleton",0.899408284023669,0.982248520710059,NA,NA
"ITSall_OTUn_411","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,1,1,"Polyporales_sp","AY394670","SH1240011.08FU","reps_singleton",0.795698924731183,0.967741935483871,NA,NA
"ITSall_OTUn_11337","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA,1,1,"Orbilia_sp","KF705018","SH1563022.08FU","reps",0.682080924855491,0.716763005780347,NA,NA
"ITSall_OTUn_1789","Fungi","Ascomycota",NA,NA,NA,NA,NA,21,0.954545454545455,"Barbatosphaeria_arboricola","KM492887","SH1563198.08FU","refs",0.745454545454545,0.884848484848485,NA,NA
"ITSall_OTUn_1786","Fungi","Ascomycota",NA,NA,NA,NA,NA,5,0.714285714285714,"Orbiliales_sp","UDB0627885","SH2742725.08FU","reps",0.921212121212121,1,NA,NA
"ITSall_OTUn_694","Fungi","Basidiomycota",NA,NA,NA,NA,NA,2,1,"Basidiomycota_sp","AY382818","SH2588095.08FU","reps_singleton",0.96969696969697,0.96969696969697,NA,NA
"ITSall_OTUn_7281","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,10,1,"Fungi_sp","KC222775","SH1172577.08FU","reps_singleton",0.897297297297297,0.956756756756757,NA,NA
"ITSall_OTUn_10611","Fungi","Basidiomycota","Agaricomycetes","Corticiales",NA,NA,NA,1,1,"Marchandiomyces_buckii","UDB035467","SH2596986.08FU","reps_singleton",0.804081632653061,0.96734693877551,NA,NA
"ITSall_OTUn_2","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae",NA,NA,1,1,"Ceriporia_alachuana","JX623898","SH1611720.08FU","refs",0.901869158878505,0.962616822429907,NA,NA
"ITSall_OTUn_11819","Fungi","Ascomycota",NA,NA,NA,NA,NA,1,1,"Sordariales_sp","JQ081564","SH1215924.08FU","reps_singleton",0.659217877094972,0.681564245810056,NA,NA
"ITSall_OTUn_4492","Fungi","Ascomycota","Sordariomycetes","Calosphaeriales",NA,NA,NA,9,0.9,"Pleurostoma_sp","MH730174","SH1151371.08FU","reps_singleton",0.871794871794872,0.891025641025641,NA,NA
"ITSall_OTUn_9368","Fungi","Basidiomycota",NA,NA,NA,NA,NA,2,1,"Hymenochaetales_sp","UDB0697170","SH3339107.08FU","reps",0.554545454545455,0.622727272727273,NA,NA
"ITSall_OTUn_3605","Fungi","Ascomycota",NA,NA,NA,NA,NA,7,0.777777777777778,"Microascales_sp","UDB0628552","SH2727175.08FU","reps",0.842696629213483,0.955056179775281,NA,NA
"ITSall_OTUn_2877","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,2,1,"Herpotrichiellaceae_sp","UDB0661669","SH2731000.08FU","reps",0.859872611464968,0.961783439490446,NA,NA
"ITSall_OTUn_11134","Fungi","Basidiomycota",NA,NA,NA,NA,NA,3,0.6,"Malasseziales_sp","FJ455000","SH1149890.08FU","reps_singleton",0.742049469964664,0.784452296819788,NA,NA
"ITSall_OTUn_6361","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae",NA,NA,1,1,"Ascomycota_sp","MN750611","SH1649392.08FU","reps",0.993548387096774,1,NA,NA
"ITSall_OTUn_2535","Fungi","Basidiomycota","Agaricomycetes","Russulales","Hericiaceae",NA,NA,2,1,"Hericiaceae_sp","MH815141","SH1603423.08FU","reps",0.990610328638498,0.995305164319249,NA,NA
"ITSall_OTUn_2343","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae",NA,NA,3,1,"Tremella_sp","UDB0474310","SH2726392.08FU","reps",0.92814371257485,0.982035928143713,NA,NA
"ITSall_OTUn_976","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA,10,0.909090909090909,"Sporidiobolales_sp","JQ081594","SH2588601.08FU","reps_singleton",0.784905660377359,0.833962264150943,NA,NA
"ITSall_OTUn_7676","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,12,1,"Exophiala_sp","KY305141","SH1529656.08FU","reps",0.718390804597701,0.752873563218391,NA,NA
"ITSall_OTUn_10343","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,38,0.95,"Sordariomycetes_sp","UDB039714","SH2597043.08FU","reps_singleton",0.903846153846154,0.961538461538462,NA,NA
"ITSall_OTUn_9237","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae",NA,NA,1,1,"Auriculariales_sp","AB828217","SH1558584.08FU","reps",0.931216931216931,1,NA,NA
"ITSall_OTUn_3921","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,18,0.857142857142857,"Paradiplococcium_singulare","KY853456","SH1525834.08FU","refs",0.819354838709677,0.890322580645161,NA,NA
"ITSall_OTUn_12185","Fungi","Mucoromycota","Umbelopsidomycetes",NA,NA,NA,NA,2,1,"GS23_sp","AB846970","SH1183243.08FU","reps_singleton",0.885844748858447,0.931506849315068,NA,NA
"ITSall_OTUn_8454","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA,19,0.791666666666667,"Chrysozymaceae_sp","UDB0551429","SH2726595.08FU","reps",0.911214953271028,0.981308411214953,NA,NA
"ITSall_OTUn_8299","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,1,1,"Diaporthales_sp","HQ611311","SH1237313.08FU","reps_singleton",0.747191011235955,0.926966292134832,NA,NA
"ITSall_OTUn_6583","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales",NA,NA,NA,1,1,"GS23_sp","UDB014793","SH1555938.08FU","reps",0.895,0.94,NA,NA
"ITSall_OTUn_429","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA,16,1,"Pyronemataceae_sp","JX630686","SH1556399.08FU","reps",0.866666666666667,0.987878787878788,NA,NA
"ITSall_OTUn_5684","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,6,1,"Hypomontagnella_monticulosa","KY250383","SH1507899.08FU","reps",0.94478527607362,1,NA,NA
"ITSall_OTUn_11508","Fungi","Ascomycota","Dothideomycetes","Tubeufiales",NA,NA,NA,14,1,"Tamhinispora_indica","KC469282","SH1677418.08FU","refs_singleton",0.836363636363636,0.939393939393939,NA,NA
"ITSall_OTUn_11518","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,1,1,"Fungi_sp","KM104110","SH1177487.08FU","reps_singleton",0.674846625766871,0.785276073619632,NA,NA
"ITSall_OTUn_3814","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,7,1,"Herpotrichiellaceae_sp","JN650527","SH1529622.08FU","reps",0.796875,0.859375,NA,NA
"ITSall_OTUn_7004","Fungi","Basidiomycota",NA,NA,NA,NA,NA,1,1,"Serendipita_sp","UDB014715","SH1653741.08FU","reps",0.717391304347826,0.865217391304348,NA,NA
"ITSall_OTUn_2884","Fungi","Basidiomycota",NA,NA,NA,NA,NA,2,1,"Hyphoderma_sp","MK404669","SH2592935.08FU","reps_singleton",0.66,0.815,NA,NA
"ITSall_OTUn_5587","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,22,0.956521739130435,"Auriculariales_sp","UDB014156","SH1182519.08FU","reps_singleton",1,1,NA,NA
"ITSall_OTUn_9647","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA,1,1,"Tulasnellaceae_sp","JF691055","SH1516985.08FU","reps",0.857142857142857,1,NA,NA
"ITSall_OTUn_11516","Fungi","Ascomycota","Sordariomycetes","Xenospadicoidales","Xenospadicoidaceae","Neospadicoides",NA,1,1,"Neospadicoides_lignicola","MK828702","SH2595126.08FU","reps_singleton",0.95679012345679,1,NA,NA
"ITSall_OTUn_918","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae",NA,NA,1,1,"Bjerkandera_sp","JF691224","SH1176670.08FU","reps_singleton",0.911111111111111,0.983333333333333,NA,NA
"ITSall_OTUn_1599","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,16,1,"Cladophialophora_sp","KM056295","SH1160305.08FU","reps_singleton",0.88135593220339,0.977401129943503,NA,NA
"ITSall_OTUn_3250","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,1,1,"Fungi_sp","UDB0750255","SH2733651.08FU","reps",0.554140127388535,0.662420382165605,NA,NA
"ITSall_OTUn_7478","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA,13,0.928571428571429,"Physisporinus_vitreus","KR824075","SH2589567.08FU","reps_singleton",0.645933014354067,0.698564593301435,NA,NA
